"ID","ans_ratio","ans_rt","ans_acc","ans_switch","applied_problems"
"p1_12",1.11,0.829689740666667,0.541666666666667,1.42129629633333,106
"p1_12",1.14,0.783488336666667,0.515873015666667,1.25264550266667,106
"p1_12",1.2,0.860602887666667,0.778439153333333,1.468253968,106
"p1_12",1.25,0.739706337333333,0.607142857,1.242063492,106
"p1_12",1.33,0.810589810333333,0.916666666666667,1.31481481466667,106
"p1_14",1.11,1.32994270733333,0.681481481333333,2.38148148133333,102
"p1_14",1.14,1.28215813333333,0.7,2.36666666666667,102
"p1_14",1.2,1.214588375,0.591666666666667,2.225,102
"p1_14",1.25,1.12522429266667,0.925925926,2.225,102
"p1_14",1.33,1.125036211,0.859259259333333,2.174074074,102
"p1_15",1.11,2.04634364166667,0.733333333333333,2.04166666666667,106
"p1_15",1.14,2.01539510733333,0.859259259333333,2.09629629633333,106
"p1_15",1.2,2.02886734633333,0.896296296333333,1.86851851866667,106
"p1_15",1.25,1.977634563,0.929629629666667,2.348148148,106
"p1_15",1.33,2.00578765933333,1,2.148148148,106
"p1_16",1.11,0.699853916666667,0.625,1.54166666666667,116
"p1_16",1.14,0.675224155,0.678571428333333,1.54761904766667,116
"p1_16",1.2,0.70044123,0.793650793666667,1.36507936533333,116
"p1_16",1.25,0.688849555666667,0.916666666666667,1.55555555566667,116
"p1_16",1.33,0.725883733333333,0.740740740666667,1.79259259266667,116
"p1_17",1.11,1.376490137,0.681481481333333,2.062962963,102
"p1_17",1.14,1.33424286666667,0.766666666666667,2.148148148,102
"p1_17",1.2,1.314779,0.666666666666667,1.93333333333333,102
"p1_17",1.25,1.2964023,0.7,1.96666666666667,102
"p1_17",1.33,1.28538428533333,0.674074074333333,2.111111111,102
"p1_18",1.11,1.034592089,0.722222222333333,2.311111111,108
"p1_18",1.14,1.00108636666667,0.766666666666667,2.43333333333333,108
"p1_18",1.2,0.959883033333333,0.866666666666667,2.23333333333333,108
"p1_18",1.25,0.913573781333333,0.892592592666667,2.274074074,108
"p1_18",1.33,0.838487,0.966666666666667,1.86666666666667,108
"p1_19",1.11,0.661537633333333,0.45,1.4,111
"p1_19",1.14,0.684420311,0.725,1.20555555566667,111
"p1_19",1.2,0.71480475,0.222222222333333,1.25,111
"p1_19",1.25,0.739456977666667,0.433333333333333,1.26666666666667,111
"p1_19",1.33,0.754681722333333,0.611111111333333,1.22222222233333,111
"p1_21",1.11,0.872657466666667,0.466666666666667,1.76666666666667,97
"p1_21",1.14,0.872080529666667,0.611111111333333,1.64444444466667,97
"p1_21",1.2,0.813511411333333,0.859259259333333,1.596296296,97
"p1_21",1.25,0.841288222333333,0.796296296333333,1.72222222233333,97
"p1_21",1.33,0.845420579,1,1.84722222233333,97
"p1_22",1.11,1.14735365933333,0.685185185333333,2.24444444433333,115
"p1_22",1.14,1.183296011,0.862962963,2.27777777766667,115
"p1_22",1.2,1.0407577,0.866666666666667,2.1,115
"p1_22",1.25,1.101598,0.933333333333333,2.1,115
"p1_22",1.33,1.090070089,0.933333333333333,2.174074074,115
"p1_23",1.11,1.05780688433333,0.523148148,1.56018518533333,115
"p1_23",1.14,1.027368511,0.577777777666667,1.69629629633333,115
"p1_23",1.2,1.04341170466667,0.709523809333333,1.576190476,115
"p1_23",1.25,1.105401032,0.708994709,1.84126984133333,115
"p1_23",1.33,1.034317387,0.85,1.56481481466667,115
"p1_24",1.11,1.46471125566667,0.618518518666667,2.26666666666667,113
"p1_24",1.14,1.35508038133333,0.718518518666667,2.06666666666667,113
"p1_24",1.2,1.17425130366667,0.892592592666667,1.825925926,113
"p1_24",1.25,1.276850852,0.887962963,2.10833333333333,113
"p1_24",1.33,1.19516863333333,0.925925926,2.04444444433333,113
"p1_26",1.11,0.915589966666667,0.9,1.96666666666667,110
"p1_26",1.14,0.921254166666667,0.8,2,110
"p1_26",1.2,0.9060671,0.75,1.78333333333333,110
"p1_26",1.25,0.942867466666667,0.9,1.93333333333333,110
"p1_26",1.33,0.883593794333333,0.888888889,1.70555555566667,110
"p1_27",1.11,1.07052043333333,0.566666666666667,2,111
"p1_27",1.14,0.733183694333333,0.902777777666667,1.27777777766667,111
"p1_27",1.2,0.838947034666667,0.841269841333333,1.75873015866667,111
"p1_27",1.25,0.84112,0.833333333333333,1.66666666666667,111
"p1_27",1.33,0.757190055666667,0.952380952333333,1.27380952366667,111
"p1_28",1.11,0.916442226,0.655555555666667,1.79259259266667,109
"p1_28",1.14,0.924611344333333,0.722222222333333,1.58518518533333,109
"p1_28",1.2,0.859707852,0.685185185333333,1.85555555566667,109
"p1_28",1.25,0.864683570333333,0.688888889,1.61851851866667,109
"p1_28",1.33,0.942006092666667,0.759259259333333,1.74074074066667,109
"p1_30",1.11,1.43334736666667,0.733333333333333,2.53333333333333,111
"p1_30",1.14,1.37131021866667,0.792592592666667,2.55555555566667,111
"p1_30",1.2,1.349868626,0.933333333333333,2.348148148,111
"p1_30",1.25,1.33557543333333,0.933333333333333,2.33333333333333,111
"p1_30",1.33,1.18094483333333,0.966666666666667,2.33333333333333,111
"p1_31",1.11,1.69811830366667,0.751851852,2.751851852,113
"p1_31",1.14,1.83966636666667,0.633333333333333,2.76666666666667,113
"p1_31",1.2,1.73578253333333,0.816666666666667,2.84166666666667,113
"p1_31",1.25,1.679057326,0.792592592666667,2.75925925933333,113
"p1_31",1.33,1.58169104033333,0.952380952333333,2.511904762,113
"p1_32",1.11,0.673579281333333,0.685185185333333,1.44444444433333,104
"p1_32",1.14,0.617430377666667,0.635185185333333,1.26574074066667,104
"p1_32",1.2,0.5832339,0.625,1.4,104
"p1_32",1.25,0.633035670333333,0.777777778,1.35555555533333,104
"p1_32",1.33,0.586343595333333,0.645238095333333,1.286904762,104
"p1_33",1.11,1.05108407766667,0.666666666666667,2.1,118
"p1_33",1.14,0.941062344333333,0.659259259333333,1.86666666666667,118
"p1_33",1.2,0.905611439666667,0.763888889,1.95833333333333,118
"p1_33",1.25,0.974058511,0.929629629666667,1.925925926,118
"p1_33",1.33,0.8759304,0.866666666666667,1.76666666666667,118
"p1_34",1.11,1.15247725,0.472222222333333,1.72222222233333,123
"p1_34",1.14,1.137150764,0.722222222333333,1.611111111,123
"p1_34",1.2,1.12101866666667,0.6,2,123
"p1_34",1.25,1.08222912866667,0.723809523666667,1.457142857,123
"p1_34",1.33,1.041120774,0.625925926,1.4,123
"p1_35",1.11,0.636383116666667,0.716666666666667,0.85,118
"p1_35",1.14,0.666265833333333,0.638888889,1.19444444433333,118
"p1_35",1.2,0.604302244333333,0.672222222333333,1.21666666666667,118
"p1_35",1.25,0.7027903,0.733333333333333,0.888888889,118
"p1_35",1.33,0.745021972333333,0.666666666666667,1.33333333333333,118
"p1_36",1.11,1.22464905566667,0.748148148333333,3.037037037,113
"p1_36",1.14,1.281249563,0.696296296333333,2.72222222233333,113
"p1_36",1.2,1.34920502966667,0.781481481666667,2.71851851866667,113
"p1_36",1.25,1.19603700366667,0.933333333333333,2.7,113
"p1_36",1.33,1.1901005,0.966666666666667,2.6,113
"p1_37",1.11,1.32783347766667,0.718518518666667,1.548148148,108
"p1_37",1.14,1.23640275,0.725,1.5,108
"p1_37",1.2,1.154657285,0.818518518666667,1.39259259233333,108
"p1_37",1.25,1.17215797033333,0.814814815,1.46666666666667,108
"p1_37",1.33,1.17029520566667,0.851851852,1.44722222233333,108
"p1_38",1.11,0.704163805666667,0.426587301333333,1.31746031766667,109
"p1_38",1.14,0.683010695333333,0.811640211666667,1.24656084666667,109
"p1_38",1.2,0.762190756,0.702380952333333,1.42857142866667,109
"p1_38",1.25,0.734182266666667,0.822222222333333,1.2,109
"p1_38",1.33,0.699553952333333,0.833333333333333,1.42063492066667,109
"p1_39",1.11,0.771926051,0.643518518666667,1.476851852,108
"p1_39",1.14,0.799414435333333,0.620370370333333,1.81944444466667,108
"p1_39",1.2,0.777609988,0.648809523666667,1.607142857,108
"p1_39",1.25,0.778682837333333,0.849206349,1.50992063466667,108
"p1_39",1.33,0.720046527666667,0.763888889,1.40277777766667,108
"p1_40",1.11,1.217898619,0.597883597666667,2.04761904766667,106
"p1_40",1.14,1.2064367,0.833333333333333,2,106
"p1_40",1.2,1.25119585566667,0.725925926,1.95555555566667,106
"p1_40",1.25,1.20760146466667,0.847222222333333,2.05370370366667,106
"p1_40",1.33,1.16120315833333,0.883333333333333,2.05833333333333,106
"p1_41",1.11,0.978662792666667,0.711111111333333,1.714814815,127
"p1_41",1.14,0.939150614666667,0.651851852,1.640740741,127
"p1_41",1.2,0.941723685333333,0.829629629666667,1.8,127
"p1_41",1.25,0.846780025,0.741666666666667,1.64166666666667,127
"p1_41",1.33,0.9054379,0.766666666666667,1.66666666666667,127
"p1_42",1.11,0.981267129666667,0.419444444333333,1.92129629633333,94
"p1_42",1.14,0.920041879666667,0.759259259333333,1.61574074066667,94
"p1_42",1.2,0.932090144333333,0.570370370333333,1.788888889,94
"p1_42",1.25,0.946597486,0.884259259333333,1.79722222233333,94
"p1_42",1.33,0.851523328333333,0.698412698333333,1.50264550233333,94
"p1_43",1.11,0.941695596333333,0.651851852,1.44444444433333,106
"p1_43",1.14,0.9334245,0.625,1.58333333333333,106
"p1_43",1.2,0.901608973,0.892592592666667,1.551851852,106
"p1_43",1.25,0.966231558333333,0.866666666666667,1.61666666666667,106
"p1_43",1.33,0.890027933333333,0.9,1.5,106
"p1_45",1.11,1.23041574066667,0.755555555666667,2.20370370366667,118
"p1_45",1.14,1.14779633333333,0.733333333333333,2,118
"p1_45",1.2,1.15831044066667,0.829629629666667,2.074074074,118
"p1_45",1.25,1.136736326,0.9,2.05925925933333,118
"p1_45",1.33,1.15731802233333,0.933333333333333,2.20370370366667,118
"p1_46",1.11,1.69334356666667,0.866666666666667,2.2,115
"p1_46",1.14,1.65070106666667,0.833333333333333,2.225,115
"p1_46",1.2,1.628629801,0.759259259333333,2.111111111,115
"p1_46",1.25,1.67652305566667,0.962962963,2.38888888866667,115
"p1_46",1.33,1.58282498233333,1,2.38518518533333,115
"p1_47",1.11,1.25762478333333,0.75,2.08333333333333,120
"p1_47",1.14,1.27557044433333,0.725925926,2.037037037,120
"p1_47",1.2,1.18055624433333,0.855555555666667,2.06666666666667,120
"p1_47",1.25,1.13915517033333,0.859259259333333,1.888888889,120
"p1_47",1.33,1.210137425,0.925,2.09166666666667,120
"p1_48",1.11,1.05813163333333,0.633333333333333,2.03333333333333,123
"p1_48",1.14,1.02909777766667,0.855555555666667,2.14444444433333,123
"p1_48",1.2,1.01918716666667,0.733333333333333,1.93333333333333,123
"p1_48",1.25,0.982034614666667,0.833333333333333,2.02962962966667,123
"p1_48",1.33,0.983808328666667,0.958333333333333,2.03240740733333,123
"p1_50",1.11,1.143820189,0.514814814666667,1.99259259266667,92
"p1_50",1.14,1.1157462,0.666666666666667,2.23333333333333,92
"p1_50",1.2,1.193459248,0.622222222333333,2.174074074,92
"p1_50",1.25,1.15912261866667,0.822222222333333,2.137037037,92
"p1_50",1.33,1.057987037,0.929629629666667,1.95555555566667,92
"p1_51",1.11,1.06195691433333,0.504761904666667,1.49047619033333,109
"p1_51",1.14,1.08232131666667,0.575,1.91666666666667,109
"p1_51",1.2,1.11050058266667,0.736772486666667,1.55357142866667,109
"p1_51",1.25,1.15462297133333,0.685714285666667,1.85238095233333,109
"p1_51",1.33,1.05891657733333,0.869047619,1.767857143,109
"p1_52",1.11,0.983805229666667,0.729629629666667,2.125925926,91
"p1_52",1.14,0.946024240666667,0.821296296333333,1.81851851866667,91
"p1_52",1.2,1.01644256666667,0.666666666666667,2.06666666666667,91
"p1_52",1.25,0.988450366666667,0.966666666666667,2.06666666666667,91
"p1_52",1.33,0.9623511,0.933333333333333,1.8,91
"p1_58",1.11,1.03061833333333,0.766666666666667,1.86666666666667,110
"p1_58",1.14,0.909542433333333,0.866666666666667,1.6,110
"p1_58",1.2,0.9413631,0.833333333333333,1.5,110
"p1_58",1.25,1.01881585833333,0.847222222333333,1.913888889,110
"p1_58",1.33,0.878642766666667,0.9,1.66666666666667,110
"p1_59",1.11,0.913322066666667,0.7,1.8,104
"p1_59",1.14,0.883100578,0.607407407666667,1.637037037,104
"p1_59",1.2,0.955263,0.633333333333333,1.8,104
"p1_59",1.25,0.982795926,0.925925926,1.85925925933333,104
"p1_59",1.33,0.869053311,0.892592592666667,1.30740740733333,104
"p1_60",1.11,0.859694233333333,0.7,1.5,89
"p1_60",1.14,0.862908916666667,0.708333333333333,1.69166666666667,89
"p1_60",1.2,0.7877759,0.933333333333333,1.4,89
"p1_60",1.25,0.820505718666667,0.725925926,1.58148148133333,89
"p1_60",1.33,0.788956977666667,0.825925926,1.66666666666667,89
"p1_61",1.11,1.05126483333333,0.666666666666667,1.76666666666667,92
"p1_61",1.14,1.04139556666667,0.8,1.86666666666667,92
"p1_61",1.2,1.05396354066667,0.751851852,1.93333333333333,92
"p1_61",1.25,0.987757433333333,0.933333333333333,1.86666666666667,92
"p1_61",1.33,1.05305624066667,0.833333333333333,1.962962963,92
"p1_62",1.11,0.773197707333333,0.592592592666667,1.86666666666667,91
"p1_62",1.14,0.757575533333333,0.6,1.7,91
"p1_62",1.2,0.730925629666667,0.722222222333333,1.548148148,91
"p1_62",1.25,0.720888466666667,0.7,1.76666666666667,91
"p1_62",1.33,0.733074466666667,0.8,1.66666666666667,91
"p1_63",1.11,0.7890211,0.733333333333333,1.66666666666667,115
"p1_63",1.14,0.7972263,0.666666666666667,1.66666666666667,115
"p1_63",1.2,0.782501755666667,0.777777778,1.57037037033333,115
"p1_63",1.25,0.7763286,0.833333333333333,1.66666666666667,115
"p1_63",1.33,0.7967157,0.866666666666667,1.66666666666667,115
"p1_64",1.11,1.178973548,0.718518518666667,1.80740740733333,127
"p1_64",1.14,1.1398741,0.662962963,1.75555555566667,127
"p1_64",1.2,1.09692683333333,0.916666666666667,1.46666666666667,127
"p1_64",1.25,1.160980837,0.966666666666667,1.78518518533333,127
"p1_64",1.33,1.0682866,0.966666666666667,1.53333333333333,127
"p1_65",1.11,0.981412344333333,0.762962963,1.90740740733333,97
"p1_65",1.14,1.00131710366667,0.896296296333333,2.137037037,97
"p1_65",1.2,0.968964466666667,0.966666666666667,2.16666666666667,97
"p1_65",1.25,0.980416314666667,0.892592592666667,2.211111111,97
"p1_65",1.33,0.8669467,1,1.7,97
"p1_66",1.11,0.886255666333333,0.851851852,1.703703704,105
"p1_66",1.14,0.924678237,0.862962963,1.84629629633333,105
"p1_66",1.2,0.8693897,0.8,1.43333333333333,105
"p1_66",1.25,0.872393766666667,0.851851852,1.68148148166667,105
"p1_66",1.33,0.809421933333333,0.866666666666667,1.5,105
"p1_67",1.11,0.898102711,0.648148148,1.44444444433333,109
"p1_67",1.14,0.927343333333333,0.666666666666667,1.46666666666667,109
"p1_67",1.2,0.9501218,0.833333333333333,1.63333333333333,109
"p1_67",1.25,0.839429366666667,0.9,1.5,109
"p1_67",1.33,0.818816829666667,0.829629629666667,1.37777777766667,109
"p1_68",1.11,0.721881326,0.559259259,0.944444444666667,117
"p1_68",1.14,0.694805033333333,0.633333333333333,0.9,117
"p1_68",1.2,0.6863039,0.866666666666667,0.833333333333333,117
"p1_68",1.25,0.711529718666667,0.892592592666667,1.06666666666667,117
"p1_68",1.33,0.712273066666667,0.8,1.06666666666667,117
"p1_69",1.11,0.894885,0.666666666666667,0.1,109
"p1_69",1.14,0.886058626,0.651851852,0.170370370333333,109
"p1_69",1.2,0.867838566666667,0.833333333333333,0.133333333333333,109
"p1_69",1.25,0.871601055333333,0.847222222333333,0.111111111,109
"p1_69",1.33,0.824414341,0.933333333333333,0.0703703703333333,109
"p1_70",1.11,0.863216037,0.748148148333333,1.21851851833333,98
"p1_70",1.14,0.850357485333333,0.751851852,1.40740740733333,98
"p1_70",1.2,0.841703666666667,0.666666666666667,1.333333333,98
"p1_70",1.25,0.867469333333333,0.8,1.5,98
"p1_70",1.33,0.783310466666667,0.833333333333333,1.23333333333333,98
"p1_71",1.11,0.693503,0.622222222333333,0.925925926,93
"p1_71",1.14,0.628024476333333,0.671428571333333,0.9,93
"p1_71",1.2,0.657085233333333,0.9,0.766666666666667,93
"p1_71",1.25,0.648433363,0.651851852,0.833333333333333,93
"p1_71",1.33,0.6417349,0.833333333333333,0.733333333333333,93
"p1_74",1.11,1.11412900733333,0.722222222333333,2.211111111,123
"p1_74",1.14,1.0620025,0.696296296333333,1.79259259266667,123
"p1_74",1.2,1.27556796666667,0.708333333333333,2.125,123
"p1_74",1.25,1.087328352,0.825925926,2.03333333333333,123
"p1_74",1.33,1.074777774,0.825925926,1.99629629633333,123
"p2_10",1.11,1.21221052233333,0.555555555666667,1.7,106
"p2_10",1.14,1.143109222,0.722222222333333,1.72222222233333,106
"p2_10",1.2,1.35182100033333,0.666666666666667,2,106
"p2_10",1.25,1.14242277766667,0.777777777666667,1.83333333333333,106
"p2_10",1.33,1.28915750033333,0.888888888666667,2,106
"p2_14",1.11,0.978161144333333,0.688888889,2.21111111133333,118
"p2_14",1.14,1.02342293333333,0.755555555333333,2.3,118
"p2_14",1.2,0.940845166666667,0.7,2.57777777766667,118
"p2_14",1.25,0.887873055333333,1,2.16666666666667,118
"p2_14",1.33,0.934109633333333,0.933333333333333,2.66666666666667,118
"p2_17",1.11,0.882079066666667,0.422222222333333,2.35555555566667,120
"p2_17",1.14,0.874468655666667,0.822222222,2.21111111133333,120
"p2_17",1.2,0.861421222333333,0.722222222333333,2.333333333,120
"p2_17",1.25,0.846953333333333,0.733333333333333,2.24444444433333,120
"p2_17",1.33,0.837718977666667,0.933333333333333,2.74444444433333,120
"p2_18",1.11,0.861117778,0.555555555666667,2.222222222,106
"p2_18",1.14,0.899720388666667,0.666666666666667,2.55555555566667,106
"p2_18",1.2,0.870367966666667,0.944444444333333,2.45555555566667,106
"p2_18",1.25,0.856109333333333,0.888888888666667,2.722222222,106
"p2_18",1.33,0.760575,0.866666666666667,2.71111111133333,106
"p2_20",1.11,1.11270842233333,0.577777777666667,0.788888889,101
"p2_20",1.14,1.023681889,0.666666666666667,1.277777778,101
"p2_20",1.2,1.084699611,0.777777778,1.38888888866667,101
"p2_20",1.25,0.930271866666667,0.866666666666667,1.05555555566667,101
"p2_20",1.33,1.017979511,0.822222222,1.26666666666667,101
"p2_22",1.11,0.711861466666667,0.477777777666667,0.422222222333333,109
"p2_22",1.14,0.764637511,0.644444444666667,0.355555555333333,109
"p2_22",1.2,0.741141111,0.666666667,0.5,109
"p2_22",1.25,0.742313388666667,0.777777777666667,0.444444444333333,109
"p2_22",1.33,0.769874333333333,0.722222222,0.333333333333333,109
"p2_25",1.11,1.50709533366667,0.611111111,2.5,113
"p2_25",1.14,1.390441278,0.888888888666667,2.55555555533333,113
"p2_25",1.2,1.22701244433333,0.777777778,2.05555555566667,113
"p2_25",1.25,1.169464833,1,1.888888889,113
"p2_25",1.33,1.18389344433333,0.944444444333333,2,113
"p2_26",1.11,1.03224911133333,0.588888888666667,2.81111111133333,106
"p2_26",1.14,0.895652055666667,0.888888888666667,2.77777777766667,106
"p2_26",1.2,0.9506834,0.666666666666667,2.45555555533333,106
"p2_26",1.25,0.996531889,0.833333333,2.83333333366667,106
"p2_26",1.33,0.924450611,0.933333333333333,2.96666666666667,106
"p2_27",1.11,1.2104959,0.644444444333333,1.988888889,108
"p2_27",1.14,1.18436766666667,0.388888889,2,108
"p2_27",1.2,1.123788111,0.777777777666667,2.111111111,108
"p2_27",1.25,1.0627805,0.722222222333333,1.66666666666667,108
"p2_27",1.33,1.013306278,0.833333333333333,1.83333333333333,108
"p2_28",1.11,0.831709666666667,0.5,2.16666666666667,120
"p2_28",1.14,0.754701778,0.777777777666667,2.222222222,120
"p2_28",1.2,0.782594511,0.833333333333333,2.24444444433333,120
"p2_28",1.25,0.833238533333333,0.7,2.48888888866667,120
"p2_28",1.33,0.695958,0.833333333333333,2.22222222233333,120
"p2_29",1.11,0.845815889,0.666666666666667,2.99999999966667,116
"p2_29",1.14,0.921717,0.666666666666667,3,116
"p2_29",1.2,0.802631989,0.888888889,2.86666666666667,116
"p2_29",1.25,0.770223222333333,0.777777778,3.05555555566667,116
"p2_29",1.33,0.755366278,0.944444444333333,3.11111111133333,116
"p2_30",1.11,1.93390005566667,0.444444444333333,0.722222222333333,98
"p2_30",1.14,1.9848937,0.711111111333333,1.66666666666667,98
"p2_30",1.2,1.86070466666667,0.888888889,1.55555555566667,98
"p2_30",1.25,1.91771827766667,0.888888888666667,1.22222222233333,98
"p2_30",1.33,1.80451616666667,1,1.38888888866667,98
"p2_32",1.11,0.741123666333333,0.611111111,3.22222222233333,127
"p2_32",1.14,0.725139155666667,0.822222222333333,2.511111111,127
"p2_32",1.2,0.704529333333333,0.888888888666667,2.5,127
"p2_32",1.25,0.7393865,0.833333333333333,3.111111111,127
"p2_32",1.33,0.7250855,0.888888888666667,3.15555555566667,127
"p2_33",1.11,1.08451988866667,0.722222222333333,2.66666666666667,127
"p2_33",1.14,1.06447082233333,1,2.522222222,127
"p2_33",1.2,1.01394583333333,0.888888889,3.16666666666667,127
"p2_33",1.25,0.972414511,0.866666666666667,2.67777777766667,127
"p2_33",1.33,0.855519355666667,1,2.53333333333333,127
"p2_34",1.11,0.759499611,0.7,2.44444444466667,113
"p2_34",1.14,0.764290944666667,0.666666667,3,113
"p2_34",1.2,0.740011611,0.833333333,3.22222222233333,113
"p2_34",1.25,0.826613333333333,0.777777777666667,2.33333333333333,113
"p2_34",1.33,0.740196111,0.944444444333333,3.05555555533333,113
"p2_35",1.11,1.07074038866667,0.555555555666667,3.05555555566667,96
"p2_35",1.14,1.03179955566667,0.833333333,3.38888888866667,96
"p2_35",1.2,1.06644627766667,0.833333333,2.94444444433333,96
"p2_35",1.25,1.11210442233333,0.833333333333333,2.77777777766667,96
"p2_35",1.33,0.917813833333333,0.944444444333333,3.05555555533333,96
"p2_36",1.11,1.42488874433333,0.722222222333333,2.72222222233333,115
"p2_36",1.14,1.438631222,0.611111111,2.52222222233333,115
"p2_36",1.2,1.386890589,0.888888888666667,2.02222222233333,115
"p2_36",1.25,1.4502685,0.888888888666667,2.66666666666667,115
"p2_36",1.33,1.41596833333333,0.888888888666667,2.777777778,115
"p2_37",1.11,0.9202945,0.555555555333333,3.05555555566667,127
"p2_37",1.14,0.664474889,0.666666666666667,2.83333333333333,127
"p2_37",1.2,0.723945778,0.722222222333333,3.33333333333333,127
"p2_37",1.25,0.7634594,0.811111111,3.33333333333333,127
"p2_37",1.33,0.685606666666667,0.877777777666667,3.07777777766667,127
"p2_38",1.11,1.422185722,0.666666666666667,2.65555555566667,113
"p2_38",1.14,1.572729,0.666666666666667,2.5,113
"p2_38",1.2,1.459020389,0.888888888666667,2.22222222233333,113
"p2_38",1.25,1.42990603333333,0.811111111,2.3,113
"p2_38",1.33,1.22038626666667,1,2.04444444433333,113
"p2_39",1.11,0.655644333333333,0.5,3.55555555533333,107
"p2_39",1.14,0.660317111333333,0.755555555333333,3.3,107
"p2_39",1.2,0.623257999666667,0.722222222,4.16666666666667,107
"p2_39",1.25,0.613933911,0.822222222,3.8,107
"p2_39",1.33,0.609561944666667,1,3.77777777766667,107
"p2_4",1.11,1.021063911,0.655555555666667,3,106
"p2_4",1.14,0.828355444666667,0.822222222333333,2.92222222233333,106
"p2_4",1.2,0.900042166666667,0.877777777666667,3.26666666666667,106
"p2_4",1.25,0.856557777666667,0.833333333333333,3.00000000033333,106
"p2_4",1.33,0.770049278,0.833333333,2.83333333333333,106
"p2_40",1.11,0.867169333333333,0.611111111,3.388888889,107
"p2_40",1.14,0.841504111333333,0.666666666666667,3.55555555533333,107
"p2_40",1.2,0.866604889,0.888888888666667,3.5,107
"p2_40",1.25,0.857393255666667,0.655555555333333,3.588888889,107
"p2_40",1.33,0.786497111333333,0.944444444333333,3.888888889,107
"p2_41",1.11,0.751133555666667,0.611111111333333,3.66666666666667,111
"p2_41",1.14,0.748245499666667,0.777777777666667,3.33333333333333,111
"p2_41",1.2,0.680622222,0.833333333,3.16666666666667,111
"p2_41",1.25,0.6895655,0.833333333,4,111
"p2_41",1.33,0.665871167,0.888888889,3.777777778,111
"p2_42",1.11,0.616483566666667,0.766666666666667,4.43333333333333,113
"p2_42",1.14,0.657432611,0.833333333333333,4.111111111,113
"p2_42",1.2,0.652262233333333,0.888888888666667,3.46666666666667,113
"p2_42",1.25,0.625219722333333,1,4.22222222233333,113
"p2_42",1.33,0.598793244333333,0.822222222,3.6,113
"p2_43",1.11,0.698439389,0.611111111333333,1.66666666666667,95
"p2_43",1.14,0.663863022333333,0.722222222333333,2.47777777766667,95
"p2_43",1.2,0.656324777666667,0.611111111,2.66666666633333,95
"p2_43",1.25,0.626156855666667,0.722222222333333,2.2,95
"p2_43",1.33,0.6651009,0.755555555666667,1.822222222,95
"p2_44",1.11,1.307600389,0.666666667,3.111111111,123
"p2_44",1.14,1.24978641133333,0.566666666666667,3.13333333333333,123
"p2_44",1.2,1.1697185,0.777777777666667,2.83333333333333,123
"p2_44",1.25,1.27940744433333,0.888888889,2.77777777766667,123
"p2_44",1.33,1.133825289,0.8,3.4,123
"p2_45",1.11,1.13867711133333,0.611111111333333,3.44444444466667,95
"p2_45",1.14,0.996343889,0.666666666666667,3.66666666666667,95
"p2_45",1.2,1.17253805566667,0.833333333333333,3.27777777766667,95
"p2_45",1.25,1.087276722,0.888888888666667,2.99999999966667,95
"p2_45",1.33,1.03902657766667,0.888888888666667,3.7,95
"p2_46",1.11,0.9956801,0.577777778,3.488888889,109
"p2_46",1.14,0.921852833,0.722222222333333,3.611111111,109
"p2_46",1.2,0.903018611,0.611111111,3.72222222233333,109
"p2_46",1.25,0.860089266666667,0.822222222333333,3.46666666666667,109
"p2_46",1.33,0.838714455666667,0.822222222333333,3.588888889,109
"p2_47",1.11,0.842169789,0.577777778,4.377777778,108
"p2_47",1.14,0.779995389,0.722222222333333,3.44444444466667,108
"p2_47",1.2,0.778283144666667,0.7,2.911111111,108
"p2_47",1.25,0.837190444333333,0.722222222333333,3.16666666666667,108
"p2_47",1.33,0.839058277666667,0.833333333333333,3.66666666666667,108
"p2_9",1.11,1.32907522233333,0.611111111333333,3.833333333,96
"p2_9",1.14,1.25708094433333,0.888888888666667,3.83333333333333,96
"p2_9",1.2,1.26032272233333,0.722222222333333,3.888888889,96
